Date,Entry Date,Exit Date,Exit Type,Time Stop,Strategy,Ticker,Action,Entry Criteria,Price,Exit Price,Shares,PnL,ATR,stop_atr,tgt_atr,T+1 Open,Signal Close,Range %,Equity at Signal,Risk $,Risk bps,Size_Mult,Tranche,Entry Offset ATR,Pivot Rule Version,Pivot Nearest Type,Pivot Level,Pivot Date,Pivot Source Age Bars,Pivot High Source Age Bars,Pivot Low Source Age Bars,Pivot High Expired,Pivot Low Expired,Pivot Max Source Age Bars,Pivot Distance ATR,Pivot Matched Rule,R,Tier,censored
2006-08-22,2006-08-23,2006-09-07,Time,2006-09-07,Oversold Low Volume,KEX,BUY,Limit Order -0.25 ATR (Persistent),29.88214247567313,28.649999618530273,1050,-1294.0,1.0714285714285714,1.25,2.5,30.25,30.149999618530273,20.54790583440023,764588.1143964018,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,22.375,2005-09-13,237.0,73.0,237.0,False,False,252.0,7.256666310628256,default,-0.9201777777777778,Overflow,False
2006-08-23,2006-08-24,2006-09-08,Time,2006-09-08,Oversold Low Volume,KEX,BUY,Limit Order -0.25 ATR (Persistent),29.409642492021835,29.020000457763672,1638,-638.0,0.9614285060337612,1.25,2.5,29.690000534057617,29.649999618530273,21.052536475576876,763434.1546986784,1968.7499999999998,37.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,Low,22.375,2005-09-13,238.0,74.0,238.0,False,False,252.0,7.566864902458808,default,-0.3240634920634921,Overflow,False
2006-08-24,2006-08-25,2006-09-11,Time,2006-09-11,Oversold Low Volume,KEX,BUY,Limit Order -0.25 ATR (Persistent),28.733927692685807,29.5,2488,1906.0,0.9042855671473912,1.25,2.5,29.399999618530273,28.959999084472656,28.301829076284985,762515.7704690184,2812.5,37.5,1.0,,0.25,olv_close_pivot_40_v2_20260901,Low,22.375,2005-09-13,239.0,75.0,239.0,False,False,252.0,7.28199069376428,default,0.6776888888888889,Overflow,False
2006-08-24,2006-08-25,2006-09-11,Time,2006-09-11,Oversold Low Volume,EXPD,BUY,Limit Order -0.25 ATR (Persistent),31.031962496893748,32.25828552246094,890,1091.0,1.2629352297101701,1.25,2.5,31.450620651245117,31.34769630432129,19.29839142506582,762515.7704690184,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,28.582826614379883,2005-11-22,189.0,189.0,155.0,False,False,252.0,2.1892410829143736,above_high_2_3,0.7758222222222222,Overflow,False
2006-08-25,2006-08-29,2006-09-12,Target,2006-09-12,Oversold Low Volume,EXPD,BUY,Limit Order -0.25 ATR (Persistent),30.375314916883195,33.52699668066842,1249,3936.0,1.2606727055140905,1.25,2.5,30.76966667175293,30.69048309326172,27.272445244152138,761774.8725994314,1968.7499999999995,37.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,High,28.582826614379883,2005-11-22,190.0,190.0,156.0,False,False,252.0,1.671850647406817,default,1.9992380952380957,Overflow,False
2007-07-17,2007-07-18,2007-08-01,Time,2007-08-01,Oversold Low Volume,NYT,BUY,Limit Order -0.25 ATR (Persistent),19.25653621128627,18.750988006591797,1343,-679.0,0.3349849155970982,1.25,2.5,19.34027671813965,19.340282440185547,3.5705368289637955,769786.0097247873,562.5,37.5,0.2,,0.25,olv_close_pivot_40_v2_20260901,Low,18.446636199951172,2007-01-30,116.0,104.0,116.0,False,False,252.0,2.6677208394338705,default,-1.207111111111111,Overflow,False
2007-12-11,2007-12-13,2007-12-27,Time,2007-12-27,Oversold Low Volume,B,BUY,Limit Order -0.25 ATR (Persistent),28.22214640889849,29.547882080078125,1016,1347.0,1.1069511686052596,1.25,2.5,29.283788681030273,28.498884201049805,6.844140295582866,769107.0584858826,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,22.663677215576172,2007-05-08,151.0,151.0,190.0,False,False,252.0,5.271422218945664,above_high_gt5,0.9578666666666666,Overflow,False
2009-10-28,2009-10-30,2009-11-12,Time,2009-11-12,Oversold Low Volume,AIG,BUY,Limit Order -0.25 ATR (Persistent),21.67497365815299,22.657331466674805,280,275.0,1.6049912316458566,1.25,2.5,23.06973648071289,22.076221466064453,61.97185036272602,770454.0059278011,562.5,52.5,0.1429,,0.25,olv_close_pivot_40_v2_20260901,High,31.386592864990234,2009-08-28,42.0,42.0,78.0,False,False,252.0,-5.800886145264704,default,0.4888888888888889,Liquid,False
2010-01-27,2010-01-28,2010-02-10,Stop,2010-02-11,Oversold Low Volume,ATO,BUY,Limit Order -0.25 ATR (Persistent),17.534582206181117,16.776488294029235,1362,-1033.0,0.3302991049630301,1.25,2.5,17.686260223388672,17.617156982421875,56.00026715077625,770729.0661141872,562.5,37.5,0.2,,0.25,olv_close_pivot_40_v2_20260901,High,15.959589958190918,2009-05-04,185.0,185.0,226.0,False,False,252.0,5.018381822186548,above_high_gt5,-1.8364444444444445,Overflow,False
2010-02-05,2010-02-08,2010-02-10,Target,2010-02-23,Oversold Low Volume,AIG,BUY,Limit Order -0.25 ATR (Persistent),13.785583751542228,15.960311497960772,3621,7875.0,0.8698910985674176,1.25,2.5,14.003059387207031,14.003056526184082,80.55546134409605,763479.0276608637,3937.5,52.5,1.0,,0.25,olv_close_pivot_40_v2_20260901,Low,5.923649787902832,2009-07-09,146.0,110.0,146.0,False,False,252.0,9.287837008088532,default,2.0,Liquid,False
2010-01-29,2010-02-01,2010-02-10,Stop,2010-02-16,Oversold Low Volume,ATO,BUY,Limit Order -0.25 ATR (Persistent),17.27529297556196,16.776488294029235,2019,-1007.0,0.3118987764630999,1.25,2.5,17.466352462768555,17.353267669677734,3.1249851767172476,768054.6321569851,787.5,37.5,0.28,,0.25,olv_close_pivot_40_v2_20260901,High,15.959589958190918,2009-05-04,187.0,187.0,228.0,False,False,252.0,4.468365433462031,above_high_4_5,-1.2787301587301587,Overflow,False
2010-01-29,2010-02-01,2010-02-10,Target,2010-02-16,Oversold Low Volume,AIG,BUY,Limit Order -0.25 ATR (Persistent),14.917586530957903,17.144757338932582,2475,5512.0,0.8908683231898716,1.25,2.5,15.234029769897461,15.140303611755371,22.72713608162076,768054.6321569851,2756.25,52.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,Low,5.923649787902832,2009-07-09,141.0,105.0,141.0,False,False,252.0,10.34569709567301,default,1.9998185941043083,Liquid,False
2010-02-01,2010-02-02,2010-02-10,Stop,2010-02-17,Oversold Low Volume,ATO,BUY,Limit Order -0.25 ATR (Persistent),17.261375256947108,16.776488294029235,2836,-1375.0,0.317284311567034,1.25,2.5,17.340700149536133,17.340696334838867,42.50011384162353,771751.6171364443,1125.0,37.5,0.4,,0.25,olv_close_pivot_40_v2_20260901,High,15.959589958190918,2009-05-04,188.0,188.0,229.0,False,False,252.0,4.352898414128355,above_high_4_5,-1.2222222222222223,Overflow,False
2010-02-04,2010-02-05,2010-02-10,Target,2010-02-22,Oversold Low Volume,AIG,BUY,Limit Order -0.25 ATR (Persistent),13.903308272361755,16.02559244632721,3710,7874.0,0.8489136695861816,1.25,2.5,14.059293746948242,14.1155366897583,2.542459474176388,763812.3269804886,3937.5,52.5,1.0,,0.25,olv_close_pivot_40_v2_20260901,Low,5.923649787902832,2009-07-09,145.0,109.0,145.0,False,False,252.0,9.64984685174024,default,1.9997460317460318,Liquid,False
2010-01-27,2010-01-28,2010-02-11,Target,2010-02-11,Oversold Low Volume,AIG,BUY,Limit Order -0.25 ATR (Persistent),15.344046933310372,17.555595193590435,1780,3937.0,0.8846193041120257,1.25,2.5,16.152568817138672,15.565201759338379,86.97673461101071,770729.0661141872,1968.75,52.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,5.923649787902832,2009-07-09,139.0,103.0,139.0,False,False,252.0,10.89909741582416,default,1.9997460317460318,Liquid,False
2010-01-27,2010-01-28,2010-02-11,Time,2010-02-11,Oversold Low Volume,DCI,BUY,Limit Order -0.25 ATR (Persistent),15.376454932349068,15.310853958129883,3539,-232.0,0.317868777683803,1.25,2.5,15.522582054138184,15.45592212677002,72.85669114044568,770729.0661141872,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,17.490924835205078,2009-11-19,45.0,45.0,79.0,False,False,252.0,-6.4020213726664235,default,-0.16497777777777778,Overflow,False
2010-01-28,2010-01-29,2010-02-12,Time,2010-02-12,Oversold Low Volume,DCI,BUY,Limit Order -0.25 ATR (Persistent),15.139459831374031,15.553945541381836,4848,2009.0,0.3248701776776995,1.25,2.5,15.161864280700684,15.220677375793457,25.47172192557544,769832.582145759,1968.7499999999995,37.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,High,17.490924835205078,2009-11-19,46.0,46.0,80.0,False,False,252.0,-6.988168245051755,default,1.0204444444444447,Overflow,False
2010-02-04,2010-02-05,2010-02-17,Target,2010-02-22,Oversold Low Volume,DCI,BUY,Limit Order -0.25 ATR (Persistent),14.920103907585144,15.847801327705383,6063,5625.0,0.3710789680480957,1.25,2.5,14.985424041748047,15.012873649597168,4.878294762195737,763812.3269804886,2812.5,37.5,1.0,,0.25,olv_close_pivot_40_v2_20260901,Low,12.857178688049316,2009-10-02,85.0,51.0,85.0,False,False,252.0,5.809262036291022,default,2.0,Overflow,False
2011-01-04,2011-01-05,2011-01-10,Stop,2011-01-20,Oversold Low Volume,PVH,BUY,Limit Order -0.25 ATR (Persistent),59.827546051570344,57.488336854934694,837,-1958.0,1.3435938698904855,1.25,2.5,59.831214904785156,60.16344451904297,19.758022623593895,802332.1233631202,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,65.41233825683594,2010-04-22,178.0,178.0,127.0,False,False,252.0,-3.906607387410006,default,-1.3923555555555556,Overflow,False
2011-03-14,2011-03-15,2011-03-29,Time,2011-03-29,Oversold Low Volume,BPOP,BUY,Limit Order -0.25 ATR (Persistent),22.032094955444336,21.88222312927246,1580,-237.0,0.7119216918945312,1.25,2.5,22.032094955444336,22.48172950744629,27.272748307441702,802793.2127365044,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,22.107032775878906,2010-09-14,125.0,125.0,174.0,False,False,252.0,0.5263173405634799,default,-0.16853333333333334,Overflow,False
2011-03-15,2011-03-16,2011-03-30,Time,2011-03-30,Oversold Low Volume,WBS,BUY,Limit Order -0.25 ATR (Persistent),13.786021896771022,14.110810279846191,2489,808.0,0.4519550459725516,1.25,2.5,13.892389297485352,13.89901065826416,60.97566975817364,803503.6353286675,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,14.320362091064453,2010-05-12,212.0,212.0,72.0,False,False,252.0,-0.9322861566764823,default,0.5745777777777777,Overflow,False
2011-05-05,2011-05-06,2011-05-20,Time,2011-05-20,Oversold Low Volume,MLKN,BUY,Limit Order -0.25 ATR (Persistent),17.620944227491105,17.07903480529785,1955,-1059.0,0.5754195622035435,1.25,2.5,18.046316146850586,17.764799118041992,29.885074926045835,803364.813536627,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,11.809146881103516,2010-08-31,171.0,262.0,171.0,True,False,252.0,10.350103868786755,default,-0.7530666666666667,Overflow,False
2011-05-24,2011-05-25,2011-05-27,Target,2011-06-09,Oversold Low Volume,MLKN,BUY,Limit Order -0.25 ATR (Persistent),16.2147376537323,17.7112934589386,2631,3937.0,0.5986223220825195,1.25,2.5,16.25745964050293,16.36439323425293,48.43753225466841,802812.0296546902,1968.7499999999995,37.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,Low,11.809146881103516,2010-08-31,184.0,275.0,184.0,True,False,252.0,7.609549769715199,default,1.9997460317460323,Overflow,False
2011-05-23,2011-05-24,2011-06-01,Target,2011-06-08,Oversold Low Volume,BC,BUY,Limit Order -0.25 ATR (Persistent),16.34245685168675,17.86761062485831,1844,2812.0,0.6100615092686245,1.25,2.5,16.543865203857422,16.494972229003906,17.910275711985246,802305.3806162392,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,9.887964248657227,2010-07-06,223.0,269.0,223.0,True,False,252.0,10.830068574999146,default,1.9996444444444443,Overflow,False
2011-06-13,2011-06-15,2011-06-28,Time,2011-06-28,Oversold Low Volume,AA,BUY,Limit Order -0.25 ATR (Persistent),32.21251916885376,33.61397933959961,1277,1790.0,0.8806209564208984,1.25,2.5,32.69041061401367,32.432674407958984,35.84894911800976,806329.5947017159,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,33.576290130615234,2011-03-16,61.0,46.0,61.0,False,False,252.0,-1.298646953967845,default,1.272888888888889,Overflow,False
2011-06-28,2011-07-01,2011-07-06,Target,2011-07-14,Oversold Low Volume,CEF,BUY,Limit Order -0.25 ATR (Persistent),19.899723087038314,21.049606016704015,3424,3937.0,0.4599531718662807,1.25,2.5,20.173954010009766,20.014711380004883,47.826521684789405,808119.2593397583,1968.75,52.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,17.97442626953125,2011-01-27,105.0,43.0,105.0,False,False,252.0,4.435853985298295,default,1.9997460317460318,Liquid,False
2011-08-01,2011-08-02,2011-08-08,Stop,2011-08-16,Oversold Low Volume,WWW,BUY,Limit Order -0.25 ATR (Persistent),14.700393557548523,13.299895247650147,2937,-4113.0,0.3829312324523926,1.25,2.5,14.713223457336426,14.796126365661621,32.19175702261367,811784.4402534111,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,,,,,321.0,271.0,True,True,252.0,,default,-2.9248,Overflow,False
2012-01-03,2012-01-04,2012-01-12,Stop,2012-01-19,Oversold Low Volume,EQT,BUY,Limit Order -0.25 ATR (Persistent),26.479388305119105,24.830101758384707,1589,-2621.0,0.7078969138009208,1.25,2.5,26.592802047729492,26.656362533569336,16.216197218985965,806616.202227865,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,23.4575252532959,2011-08-08,102.0,48.0,102.0,False,False,252.0,4.518789696508035,default,-1.8638222222222223,Overflow,False
2012-04-23,2012-04-24,2012-04-26,Target,2012-05-08,Oversold Low Volume,SNX,BUY,Limit Order -0.25 ATR (Persistent),15.90154927117484,16.758245127541677,3282,2812.0,0.3426783425467355,1.25,2.5,16.018056869506836,15.987218856811523,54.053990802607096,802632.1381967409,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,10.220542907714844,2011-08-19,169.0,287.0,169.0,True,False,252.0,16.828247464486914,default,1.9996444444444443,Overflow,False
2012-04-19,2012-04-23,2012-05-04,Time,2012-05-04,Oversold Low Volume,UBSI,BUY,Limit Order -0.25 ATR (Persistent),15.274176597595215,14.47118091583252,1183,-950.0,0.3803503172738211,1.25,2.5,15.991764068603516,15.376697540283203,37.87883785422687,802733.1964176042,562.5,37.5,0.2,,0.25,olv_close_pivot_40_v2_20260901,High,13.720773696899414,2011-07-01,201.0,201.0,167.0,False,False,252.0,4.353680720585962,above_high_4_5,-1.6888888888888889,Overflow,False
2012-05-01,2012-05-02,2012-05-16,Time,2012-05-16,Oversold Low Volume,UBSI,BUY,Limit Order -0.25 ATR (Persistent),14.88010937826974,14.277545928955078,4020,-2422.0,0.3917405264718192,1.25,2.5,14.926783561706543,14.978044509887695,2.4690464721557794,805223.1882021086,1968.7499999999998,37.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,High,13.720773696899414,2011-07-01,209.0,209.0,175.0,False,False,252.0,3.209447907551955,default,-1.2302222222222223,Overflow,False
2012-07-19,2012-07-20,2012-08-03,Time,2012-08-03,Oversold Low Volume,MNST,BUY,Limit Order -0.25 ATR (Persistent),11.209970559392657,11.130000114440918,2959,-237.0,0.3801189831324986,1.25,2.5,11.301667213439941,11.305000305175781,11.78869825733399,802201.2635040964,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,5.742499828338623,2011-08-08,239.0,561.0,239.0,True,False,252.0,14.633577178907242,default,-0.16853333333333334,Overflow,False
2012-11-09,2012-11-12,2012-11-23,Target,2012-11-27,Oversold Low Volume,KO,BUY,Limit Order -0.25 ATR (Persistent),23.784204040254867,24.71945779664176,4210,3937.0,0.37410150255475727,1.25,2.5,23.87772560119629,23.877729415893555,51.06393477000506,801964.6309574842,1968.75,52.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,26.507083892822266,2012-07-30,71.0,71.0,240.0,False,False,252.0,-7.028452061733839,default,1.9997460317460318,Liquid,False
2012-11-12,2012-11-13,2012-11-28,Time,2012-11-28,Oversold Low Volume,CSGS,BUY,Limit Order -0.25 ATR (Persistent),14.003749660083226,13.917457580566406,2353,-203.0,0.47799757548740934,1.25,2.5,14.069900512695312,14.123249053955078,44.94394027794375,801776.6519789866,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,13.2162504196167,2012-02-07,192.0,192.0,138.0,False,False,252.0,1.8974963072009758,default,-0.14435555555555554,Overflow,False
2012-11-13,2012-11-14,2012-11-29,Time,2012-11-29,Oversold Low Volume,CSGS,BUY,Limit Order -0.25 ATR (Persistent),13.97013691493443,14.138497352600098,3210,540.0,0.4905193873814174,1.25,2.5,14.100382804870605,14.092766761779785,70.17541548951041,802207.7194411414,1968.7499999999998,37.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,High,13.2162504196167,2012-02-07,193.0,193.0,139.0,False,False,252.0,1.7869147779097374,default,0.2742857142857143,Overflow,False
2012-12-04,2012-12-05,2012-12-17,Target,2012-12-19,Oversold Low Volume,MTB,BUY,Limit Order -0.25 ATR (Persistent),66.6720700945173,69.20414624895368,1110,2811.0,1.0128304617745536,1.25,2.5,67.18978881835938,66.92527770996094,7.453449977873847,807238.6455999102,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,59.41111373901367,2012-04-20,156.0,156.0,125.0,False,False,252.0,7.418975094589767,above_high_gt5,1.9989333333333332,Overflow,False
2013-02-14,2013-02-15,2013-02-21,Stop,2013-03-04,Oversold Low Volume,AEM,BUY,Limit Order -0.25 ATR (Persistent),34.259071350097656,30.83424136695862,1195,-4093.0,0.9407013484409877,1.25,2.5,34.259071350097656,34.6800537109375,3.8277270084766988,810409.2865889414,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,28.874391555786133,2012-07-23,141.0,55.0,141.0,False,False,252.0,6.17163158612775,default,-2.9105777777777777,Overflow,False
2013-02-25,2013-02-26,2013-03-06,Target,2013-03-12,Oversold Low Volume,STX,BUY,Limit Order -0.25 ATR (Persistent),17.24758584158761,18.6937130519322,1944,2811.0,0.5784508841378349,1.25,2.5,17.442955017089844,17.39219856262207,3.1054634982522185,807732.5073759897,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,19.63821029663086,2012-08-17,128.0,128.0,57.0,False,False,252.0,-3.8828045657781436,default,1.9989333333333332,Overflow,False
2013-06-03,2013-06-04,2013-06-18,Time,2013-06-18,Oversold Low Volume,OGE,BUY,Limit Order -0.25 ATR (Persistent),20.21707889011928,20.738418579101562,2710,1413.0,0.4150172642299107,1.25,2.5,20.28778648376465,20.320833206176758,50.45013612757098,810403.5930475508,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,17.251407623291016,2012-11-01,145.0,145.0,233.0,False,False,252.0,7.395898550344031,above_high_gt5,1.0048,Overflow,False
2013-06-04,2013-06-05,2013-06-19,Time,2013-06-19,Oversold Low Volume,OGE,BUY,Limit Order -0.25 ATR (Persistent),20.088752712522233,20.359882354736328,3941,1069.0,0.39956678662981304,1.25,2.5,20.10752296447754,20.188644409179688,33.69562967103493,810326.5356042045,1968.7499999999998,37.5,0.7,,0.25,olv_close_pivot_40_v2_20260901,High,17.251407623291016,2012-11-01,146.0,146.0,234.0,False,False,252.0,7.351053401267649,above_high_gt5,0.542984126984127,Overflow,False
2013-06-21,2013-06-24,2013-07-09,Target,2013-07-09,Oversold Low Volume,WCC,BUY,Limit Order -0.25 ATR (Persistent),63.3406867980957,67.60131536211286,660,2812.0,1.704251425606864,1.25,2.5,63.3406867980957,64.23335266113281,45.24876896365241,812884.9455246585,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,64.30126953125,2013-04-15,48.0,69.0,48.0,False,False,252.0,-0.03985143805468908,default,1.9996444444444443,Overflow,False
2013-08-15,2013-08-19,2013-08-23,Target,2013-08-30,Oversold Low Volume,MSFT,BUY,Limit Order -0.25 ATR (Persistent),25.98537278175354,27.30748724937439,2978,3937.0,0.5288457870483398,1.25,2.5,26.11758041381836,26.117584228515625,70.89561806551765,815664.2523941654,1968.75,52.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,25.06361961364746,2012-09-20,225.0,225.0,175.0,False,False,252.0,1.9929526540254447,default,1.9997460317460318,Liquid,False
2013-08-27,2013-08-28,2013-08-29,Target,2013-09-12,Oversold Low Volume,VZ,BUY,Limit Order -0.25 ATR (Persistent),24.259700264249528,25.170121022633143,4324,3937.0,0.36416830335344585,1.25,2.5,24.31444549560547,24.35074234008789,93.33343139994999,823299.9661922115,1968.75,52.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,24.799442291259766,2013-06-05,58.0,83.0,58.0,False,False,252.0,-1.2321224748008517,default,1.9997460317460318,Liquid,False
2013-08-30,2013-09-03,2013-09-17,Time,2013-09-17,Oversold Low Volume,UGI,BUY,Limit Order -0.25 ATR (Persistent),16.890729563576834,16.870380401611328,3867,-79.0,0.2908643995012556,1.25,2.5,17.15385627746582,16.96344566345215,25.71434568160353,825644.7549842766,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,Low,16.028722763061523,2013-06-21,49.0,439.0,49.0,True,False,252.0,3.2136036654653917,default,-0.05617777777777778,Overflow,False
2014-04-10,2014-04-11,2014-04-28,Time,2014-04-28,Oversold Low Volume,MNRO,BUY,Limit Order -0.25 ATR (Persistent),40.43810946600778,41.038246154785156,1207,724.0,0.931995119367327,1.25,2.5,40.516910552978516,40.67110824584961,7.594928384474755,825566.0647749561,1406.25,37.5,0.5,,0.25,olv_close_pivot_40_v2_20260901,High,36.884456634521484,2013-07-10,190.0,190.0,176.0,False,False,252.0,4.062952190027181,above_high_4_5,0.5148444444444444,Overflow,False
